标题,视频链接,封面图链接,时长,发布时间
趙孟頫《仇鍔墓誌》032使間歲自免去,//v.youku.com/v_show/id_XMTM1NDE0NDYwMA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E7BE6A0A456D654BC625?x-oss-process=image/resize,w_500",01:40,2015-10-7 17:28
趙孟頫《仇鍔墓誌》041家巷處之舊聚,//v.youku.com/v_show/id_XMTM1NDE0Mjk0MA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E9B36A0A4D0468078499?x-oss-process=image/resize,w_500",03:04,2015-10-7 17:27
趙孟頫《仇鍔墓誌》035大德四年八月,//v.youku.com/v_show/id_XMTM1NDE0NDExNg==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E6D16A0A3F04536646DE?x-oss-process=image/resize,w_500",01:57,2015-10-7 17:26
趙孟頫《仇鍔墓誌》033北過髙郵樂其,//v.youku.com/v_show/id_XMTM1NDE0NDIyNA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E79F6A0A440AFE43499E?x-oss-process=image/resize,w_500",02:24,2015-10-7 17:26
趙孟頫《仇鍔墓誌》043亡矣至大四年,//v.youku.com/v_show/id_XMTM1NDE0MjE1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F04085614EA806A0A400482203923?x-oss-process=image/resize,w_500",01:45,2015-10-7 17:26
趙孟頫《仇鍔墓誌》049以四月辛酉其,//v.youku.com/v_show/id_XMTM1NDE0MDc5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E6C46A0A4A045C8D0B7C?x-oss-process=image/resize,w_500",02:09,2015-10-7 17:26
趙孟頫《仇鍔墓誌》036十日以疾卒年,//v.youku.com/v_show/id_XMTM1NDE0Mzc1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E8486A0A4804E1A025AF?x-oss-process=image/resize,w_500",01:49,2015-10-7 17:26
趙孟頫《仇鍔墓誌》046之喪還卜大都,//v.youku.com/v_show/id_XMTM1NDE0MTUwOA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614EAD36A0A472C2F901C1D?x-oss-process=image/resize,w_500",02:11,2015-10-7 17:26
趙孟頫《仇鍔墓誌》048莊之原藏焉窆,//v.youku.com/v_show/id_XMTM1NDE0MDkwNA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E9026A0A4D04742459D5?x-oss-process=image/resize,w_500",02:19,2015-10-7 17:26
趙孟頫《仇鍔墓誌》050域距祖塋五里,//v.youku.com/v_show/id_XMTM1NDE0MDc5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E8CB6A0A3F044627660F?x-oss-process=image/resize,w_500",02:33,2015-10-7 17:26
趙孟頫《仇鍔墓誌》047宛平縣西山下,//v.youku.com/v_show/id_XMTM1NDE0MTQwNA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E80C6A0A4E5F3D91BBA8?x-oss-process=image/resize,w_500",02:22,2015-10-7 17:25
趙孟頫《仇鍔墓誌》044其子治濟濬浩,//v.youku.com/v_show/id_XMTM1NDE0MTk3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E75D6A0A3F0459508955?x-oss-process=image/resize,w_500",03:01,2015-10-7 17:25
趙孟頫《仇鍔墓誌》056白金遺道傍初,//v.youku.com/v_show/id_XMTM1NDEzOTM5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E6196A0A4F3B732BD776?x-oss-process=image/resize,w_500",01:59,2015-10-7 17:25
趙孟頫《仇鍔墓誌》053政多本教化而,//v.youku.com/v_show/id_XMTM1NDE0MDExNg==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E7BF6A0A4E5F36FE0B4B?x-oss-process=image/resize,w_500",02:20,2015-10-7 17:24
趙孟頫《仇鍔墓誌》045廼克自力奉公,//v.youku.com/v_show/id_XMTM1NDE0MTQ2NA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E6876A0A4C04EC1792E2?x-oss-process=image/resize,w_500",02:15,2015-10-7 17:24
趙孟頫《仇鍔墓誌》054持身絲毫不敢,//v.youku.com/v_show/id_XMTM1NDE0MDAzMg==.html?playMode=pugv,"https://m.ykimg.com/054F04085614EBAE6A0A42472D0653D4?x-oss-process=image/resize,w_500",02:34,2015-10-7 17:24
趙孟頫《仇鍔墓誌》057不顧已而計曰,//v.youku.com/v_show/id_XMTM1NDEzOTMwNA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E6556A0A456D603D31DF?x-oss-process=image/resize,w_500",01:57,2015-10-7 17:22
趙孟頫《仇鍔墓誌》059他人持去矣即,//v.youku.com/v_show/id_XMTM1NDEzODc4OA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E58B6A0A42472C8924E7?x-oss-process=image/resize,w_500",01:58,2015-10-7 17:21
趙孟頫《仇鍔墓誌》058我幸見之不則,//v.youku.com/v_show/id_XMTM1NDEzODgwMA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E5ED6A0A472C3154DF4E?x-oss-process=image/resize,w_500",02:14,2015-10-7 17:21
趙孟頫《仇鍔墓誌》014平臨潢二縣令,//v.youku.com/v_show/id_XMTM0NDQ2NTcxMg==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E71E6A0A460451ABF11E?x-oss-process=image/resize,w_500",02:19,2015-10-7 17:21
趙孟頫《仇鍔墓誌》013世入金有更朔,//v.youku.com/v_show/id_XMTM1NDEzNzg2MA==.html?playMode=pugv,"https://m.ykimg.com/054F04085614E5936A0A4F3B78F3D8D3?x-oss-process=image/resize,w_500",02:00,2015-10-7 17:21
趙孟頫《仇鍔墓誌》012云宋大夫牧之,//v.youku.com/v_show/id_XMTM0NDQ2NTk1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BF796A0A492444828CE6?x-oss-process=image/resize,w_500",02:00,2015-9-25 11:22
趙孟頫《仇鍔墓誌》011仇氏望陳留譜,//v.youku.com/v_show/id_XMTM0NDQ2NTk4MA==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BEC66A0A4304E76BC072?x-oss-process=image/resize,w_500",02:49,2015-9-25 11:20
趙孟頫《仇鍔墓誌》017使十五年遂出,//v.youku.com/v_show/id_XMTM0NDQ2NTM4MA==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BF4E6A0A440B0B2980F1?x-oss-process=image/resize,w_500",02:10,2015-9-25 11:19
趙孟頫《仇鍔墓誌》015者諱輔即家臨,//v.youku.com/v_show/id_XMTM0NDQ2NTU1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BF2D6A0A42472BDBB862?x-oss-process=image/resize,w_500",02:42,2015-9-25 11:19
趙孟頫《仇鍔墓誌》016武備寺壽武庫,//v.youku.com/v_show/id_XMTM0NDQ2NTUwOA==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BE666A0A4B33464FD290?x-oss-process=image/resize,w_500",02:31,2015-9-25 11:18
趙孟頫《仇鍔墓誌》023內艱於是御史,//v.youku.com/v_show/id_XMTM0NDQ2NDQ3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BF1D6A0A4B333F35FDDD?x-oss-process=image/resize,w_500",01:55,2015-9-25 11:18
趙孟頫《仇鍔墓誌》026朝廿七年廼以,//v.youku.com/v_show/id_XMTM0NDQ2NDA5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BDA66A0A42472430B6FE?x-oss-process=image/resize,w_500",01:45,2015-9-25 11:18
趙孟頫《仇鍔墓誌》024廉得君威州鞏,//v.youku.com/v_show/id_XMTM0NDQ2NDI3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BF466A0A472C2E2BB010?x-oss-process=image/resize,w_500",02:21,2015-9-25 11:18
趙孟頫《仇鍔墓誌》025昌數事薦諸,//v.youku.com/v_show/id_XMTM0NDQ2NDEwMA==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BF1F6A0A460456226CC5?x-oss-process=image/resize,w_500",02:26,2015-9-25 11:17
趙孟頫《仇鍔墓誌》021聲稱廿五年進,//v.youku.com/v_show/id_XMTM0NDQ2NDYxNg==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BE136A0A4C04FE918BC0?x-oss-process=image/resize,w_500",02:29,2015-9-25 11:16
趙孟頫《仇鍔墓誌》018知威州廿年稍,//v.youku.com/v_show/id_XMTM0NDQ2NDk5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BDBE6A0A492444051C89?x-oss-process=image/resize,w_500",02:19,2015-9-25 11:16
趙孟頫《仇鍔墓誌》030制改肅政廉訪,//v.youku.com/v_show/id_XMTM0NDQ2MzYxMg==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BEB76A0A4B333208887E?x-oss-process=image/resize,w_500",02:22,2015-9-25 11:16
趙孟頫《仇鍔墓誌》022階州尹未赴遭,//v.youku.com/v_show/id_XMTM0NDQ2NDUxNg==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BECD6A0A46044C693C10?x-oss-process=image/resize,w_500",02:14,2015-9-25 11:16
趙孟頫《仇鍔墓誌》019遷鞏昌路總管,//v.youku.com/v_show/id_XMTM0NDQ2NDkyOA==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BDCF6A0A4F3B79BC9A87?x-oss-process=image/resize,w_500",02:38,2015-9-25 11:15
趙孟頫《仇鍔墓誌》029公明年,//v.youku.com/v_show/id_XMTM0NDQ2MzYwMA==.html?playMode=pugv,"https://m.ykimg.com/054F04085604BDF06A0A4247209BBFF8?x-oss-process=image/resize,w_500",00:55,2015-9-25 11:15
趙孟頫《仇鍔墓誌》010自書丹篆額,//v.youku.com/v_show/id_XMTM0NDM2MTAzNg==.html?playMode=pugv,"https://m.ykimg.com/054F0408560499D16A0A456D5AE18707?x-oss-process=image/resize,w_500",02:21,2015-9-25 08:45
趙孟頫《仇鍔墓誌》007知制誥兼,//v.youku.com/v_show/id_XMTM0NDM2MDc2OA==.html?playMode=pugv,"https://m.ykimg.com/054F040856049AD36A0A417EE201312E?x-oss-process=image/resize,w_500",02:21,2015-9-25 08:44
趙孟頫《仇鍔墓誌》004仇君墓碑銘,//v.youku.com/v_show/id_XMTM0NDM2MDU3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040856049A266A0A400488639B6E?x-oss-process=image/resize,w_500",03:31,2015-9-25 08:43
趙孟頫《仇鍔墓誌》002夫福建閩海道,//v.youku.com/v_show/id_XMTM0NDM2MDI1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040856049A066A0A4804DA7DB594?x-oss-process=image/resize,w_500",03:05,2015-9-25 08:43
趙孟頫《仇鍔墓誌》008脩國史趙,//v.youku.com/v_show/id_XMTM0NDM2MDg5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F0408560499B66A0A4304E17CE86B?x-oss-process=image/resize,w_500",01:58,2015-9-25 08:43
趙孟頫《仇鍔墓誌》006旨榮祿大夫,//v.youku.com/v_show/id_XMTM0NDM2MDU1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040856049AA26A0A3F044C5ADF57?x-oss-process=image/resize,w_500",02:07,2015-9-25 08:43
趙孟頫《仇鍔墓誌》009孟頫為文并,//v.youku.com/v_show/id_XMTM0NDM2MDg4OA==.html?playMode=pugv,"https://m.ykimg.com/054F04085604996F6A0A417EE0655F25?x-oss-process=image/resize,w_500",01:57,2015-9-25 08:42
書法-趙孟頫《仇鍔墓誌》001有元故奉議大,//v.youku.com/v_show/id_XMTM0NDM2MDIzNg==.html?playMode=pugv,"https://m.ykimg.com/054F040856049AD86A0A492444A05253?x-oss-process=image/resize,w_500",03:03,2015-9-25 08:42
趙孟頫《仇鍔墓誌》005翰林學士承,//v.youku.com/v_show/id_XMTM0NDM2MDU2OA==.html?playMode=pugv,"https://m.ykimg.com/054F040856049AC86A0A400495D56B72?x-oss-process=image/resize,w_500",02:57,2015-9-25 08:42
趙孟頫《仇鍔墓誌》003肅政廉訪副使,//v.youku.com/v_show/id_XMTM0NDM2MDI1Mg==.html?playMode=pugv,"https://m.ykimg.com/054F0408560499B66A0A4924436055DD?x-oss-process=image/resize,w_500",02:51,2015-9-25 08:42
趙孟頫《膽巴碑》101無如師者臣孟頫為,//v.youku.com/v_show/id_XMTMyMDI0MzAzMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE51026A0A4B33443741C5?x-oss-process=image/resize,w_500",02:44,2015-8-27 07:39
趙孟頫《膽巴碑》112場邪魔及外道破滅,//v.youku.com/v_show/id_XMTMyMDI0MjM3Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4F836A0A4247366761A6?x-oss-process=image/resize,w_500",03:09,2015-8-27 07:39
趙孟頫《膽巴碑》104退轉十方諸如來一,//v.youku.com/v_show/id_XMTMyMDI0Mjg0MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4F746A0A4304E778047B?x-oss-process=image/resize,w_500",02:35,2015-8-27 07:39
趙孟頫《膽巴碑》111養無不備建立大道,//v.youku.com/v_show/id_XMTMyMDI0MjQ1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4FF46A0A472C1C6A2310?x-oss-process=image/resize,w_500",03:04,2015-8-27 07:38
趙孟頫《膽巴碑》106佛住婆娑世界演說,//v.youku.com/v_show/id_XMTMyMDI0Mjc2NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4FCC6A0A456D646357CC?x-oss-process=image/resize,w_500",02:44,2015-8-27 07:38
趙孟頫《膽巴碑》103師從無始劫學道不,//v.youku.com/v_show/id_XMTMyMDI0MjkwOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4F6D6A0A4A4F46ED6EF1?x-oss-process=image/resize,w_500",02:43,2015-8-27 07:38
趙孟頫《膽巴碑》102之頌曰,//v.youku.com/v_show/id_XMTMyMDI0MjkzMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4F096A0A4B3346600C38?x-oss-process=image/resize,w_500",01:03,2015-8-27 07:38
趙孟頫《膽巴碑》119證佛菩提成就眾善,//v.youku.com/v_show/id_XMTMyMDI0MjA0OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4EF46A0A4304DC5B82D4?x-oss-process=image/resize,w_500",02:43,2015-8-27 07:38
趙孟頫《膽巴碑》109黃金為宮殿七寶妙,//v.youku.com/v_show/id_XMTMyMDI0MjYwMA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4F276A0A4A4F528763B7?x-oss-process=image/resize,w_500",03:19,2015-8-27 07:37
趙孟頫《膽巴碑》108帝王師度脫一切眾,//v.youku.com/v_show/id_XMTMyMDI0MjU5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE504F6A0A440B0B532C6A?x-oss-process=image/resize,w_500",02:58,2015-8-27 07:37
趙孟頫《膽巴碑》105一所受記來世必成,//v.youku.com/v_show/id_XMTMyMDI0MjgxNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4FED6A0A456D62703F62?x-oss-process=image/resize,w_500",02:15,2015-8-27 07:37
趙孟頫《膽巴碑》110莊嚴種種諸珍異供,//v.youku.com/v_show/id_XMTMyMDI0MjUyMA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4F576A0A3F045AE7406C?x-oss-process=image/resize,w_500",03:23,2015-8-27 07:37
趙孟頫《膽巴碑》107無量義身為,//v.youku.com/v_show/id_XMTMyMDI0MjcyOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4FF76A0A466A4F74DDCF?x-oss-process=image/resize,w_500",02:31,2015-8-27 07:37
趙孟頫《膽巴碑》084法蓮花經孰複相代,//v.youku.com/v_show/id_XMTMyMDI0MTQzNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE50646A0A456D65C2128B?x-oss-process=image/resize,w_500",03:26,2015-8-27 07:37
趙孟頫《膽巴碑》113無蹤跡法力所護持,//v.youku.com/v_show/id_XMTMyMDI0MjMyNA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4EE06A0A492442A7EA64?x-oss-process=image/resize,w_500",02:58,2015-8-27 07:36
趙孟頫《膽巴碑》121如是言傳佈於十方,//v.youku.com/v_show/id_XMTMyMDI0MTkxNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E776A0A492444AE9C9A?x-oss-process=image/resize,w_500",02:07,2015-8-27 07:36
趙孟頫《膽巴碑》116皇太后壽命等天地,//v.youku.com/v_show/id_XMTMyMDI0MjIzNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E9F6A0A4D777D10A788?x-oss-process=image/resize,w_500",02:30,2015-8-27 07:35
趙孟頫《膽巴碑》117王宮諸眷屬下至於,//v.youku.com/v_show/id_XMTMyMDI0MjIyMA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4F746A0A456D6499AD71?x-oss-process=image/resize,w_500",02:38,2015-8-27 07:35
趙孟頫《膽巴碑》114國土保安靜,//v.youku.com/v_show/id_XMTMyMDI0MjI2OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E7A6A0A472C2666F1E0?x-oss-process=image/resize,w_500",01:47,2015-8-27 07:35
趙孟頫《膽巴碑》120果獲無量福德臣作,//v.youku.com/v_show/id_XMTMyMDI0MjA0MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E7A6A0A4304DED7867E?x-oss-process=image/resize,w_500",02:43,2015-8-27 07:34
趙孟頫《膽巴碑》115皇帝,//v.youku.com/v_show/id_XMTMyMDI0MjIyOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E476A0A4B332C5EE522?x-oss-process=image/resize,w_500",00:49,2015-8-27 07:34
趙孟頫《膽巴碑》083汝等繼今可日講妙,//v.youku.com/v_show/id_XMTMyMDI0MTc2OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E686A0A466A4F6314BA?x-oss-process=image/resize,w_500",03:22,2015-8-27 07:34
趙孟頫《膽巴碑》118含生歸依法力故皆,//v.youku.com/v_show/id_XMTMyMDI0MjA2NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E256A0A49243E0C8C53?x-oss-process=image/resize,w_500",02:04,2015-8-27 07:34
趙孟頫《膽巴碑》085無有已時用召集神,//v.youku.com/v_show/id_XMTMyMDI0MTQxNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4F056A0A4D776C7943B7?x-oss-process=image/resize,w_500",03:19,2015-8-27 07:34
趙孟頫《膽巴碑》082主其寺複謂眾僧曰,//v.youku.com/v_show/id_XMTMyMDI0MTUyMA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E906A0A3F0459A91AA8?x-oss-process=image/resize,w_500",03:26,2015-8-27 07:34
趙孟頫《膽巴碑》081今皇帝為大功德主,//v.youku.com/v_show/id_XMTMyMDI0MTU4OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4F1E6A0A4304E60C5A49?x-oss-process=image/resize,w_500",03:22,2015-8-27 07:34
趙孟頫《膽巴碑》122下及未來世讚歎不,//v.youku.com/v_show/id_XMTMyMDI0MTkwOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4EE66A0A3F044448DBB8?x-oss-process=image/resize,w_500",01:59,2015-8-27 07:33
趙孟頫《膽巴碑》123可盡124延祐三年月,//v.youku.com/v_show/id_XMTMyMDI0MTkwNA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E726A0A4D7784141DB1?x-oss-process=image/resize,w_500",01:51,2015-8-27 07:33
趙孟頫《膽巴碑》096般涅槃顯五色寶光,//v.youku.com/v_show/id_XMTMyMDI0MDc5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E086A0A4E5F29671F1F?x-oss-process=image/resize,w_500",03:00,2015-8-27 07:33
趙孟頫《膽巴碑》087聖躬受無量福香華,//v.youku.com/v_show/id_XMTMyMDI0MTIzMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4DF56A0A4D777297AFBE?x-oss-process=image/resize,w_500",03:39,2015-8-27 07:32
趙孟頫《膽巴碑》088果餌之費皆度我私,//v.youku.com/v_show/id_XMTMyMDI0MTE1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E2A6A0A440AF95B52AC?x-oss-process=image/resize,w_500",03:56,2015-8-27 07:32
趙孟頫《膽巴碑》095師在上都彌陀院入,//v.youku.com/v_show/id_XMTMyMDI0MDgyMA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4DC36A0A4A4F546D4DB0?x-oss-process=image/resize,w_500",03:00,2015-8-27 07:31
趙孟頫《膽巴碑》094至此皆驗大德七年,//v.youku.com/v_show/id_XMTMyMDI0MDg5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4E7A6A0A456D65DF2D29?x-oss-process=image/resize,w_500",02:45,2015-8-27 07:31
趙孟頫《膽巴碑》092舊邸田五十頃賜寺,//v.youku.com/v_show/id_XMTMyMDI0MDk4MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4DAF6A0A4304E813B4FF?x-oss-process=image/resize,w_500",02:58,2015-8-27 07:31
趙孟頫《膽巴碑》086靈擁護,//v.youku.com/v_show/id_XMTMyMDI0MTI4MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4D836A0A4F3B76AB7E0F?x-oss-process=image/resize,w_500",01:37,2015-8-27 07:31
趙孟頫《膽巴碑》090聖德有受命之符至,//v.youku.com/v_show/id_XMTMyMDI0MTA3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4DC16A0A486AD9ADC481?x-oss-process=image/resize,w_500",03:01,2015-8-27 07:31
趙孟頫《膽巴碑》091大元年東宮既建以,//v.youku.com/v_show/id_XMTMyMDI0MTAxNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4DFC6A0A456D6595AB7D?x-oss-process=image/resize,w_500",02:47,2015-8-27 07:31
趙孟頫《膽巴碑》093為常住業師之所言,//v.youku.com/v_show/id_XMTMyMDI0MDk0MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4D886A0A4F3B7A03F270?x-oss-process=image/resize,w_500",02:49,2015-8-27 07:31
趙孟頫《膽巴碑》089財且預言,//v.youku.com/v_show/id_XMTMyMDI0MTE0NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4D2B6A0A4304E74324A3?x-oss-process=image/resize,w_500",01:44,2015-8-27 07:31
趙孟頫《膽巴碑》100行謹嚴具智慧神通,//v.youku.com/v_show/id_XMTMyMDI0MDU5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4DB86A0A4E5F3D7D03B7?x-oss-process=image/resize,w_500",03:29,2015-8-27 07:30
趙孟頫《膽巴碑》097獲舍利無數,//v.youku.com/v_show/id_XMTMyMDI0MDc4OA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4D456A0A440AFD221618?x-oss-process=image/resize,w_500",02:07,2015-8-27 07:30
趙孟頫《膽巴碑》098皇元一統天下西蕃,//v.youku.com/v_show/id_XMTMyMDI0MDYwNA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4CDE6A0A400480E216E1?x-oss-process=image/resize,w_500",02:24,2015-8-27 07:30
趙孟頫《膽巴碑》099上師至中國不絕操,//v.youku.com/v_show/id_XMTMyMDI0MDU4NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DE4D036A0A4F3B7686CF5A?x-oss-process=image/resize,w_500",02:17,2015-8-27 07:29
趙孟頫《膽巴碑》061有復興之讖於是為,//v.youku.com/v_show/id_XMTMxOTk1ODE4MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDBC056A0A466A5093D0CF?x-oss-process=image/resize,w_500",03:17,2015-8-26 20:46
趙孟頫《膽巴碑》062降詔複造其像高七,//v.youku.com/v_show/id_XMTMxOTk1NzQ5Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDB6C16A0A4C04F81C7EDB?x-oss-process=image/resize,w_500",02:50,2015-8-26 20:45
趙孟頫《膽巴碑》065樓壯麗奇偉世未有,//v.youku.com/v_show/id_XMTMxOTk0NzcxNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDB36C6A0A456D62727F89?x-oss-process=image/resize,w_500",03:16,2015-8-26 20:30
趙孟頫《膽巴碑》063十三尺建大閣三重,//v.youku.com/v_show/id_XMTMxOTk0NzcxMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDB2056A0A456D63059794?x-oss-process=image/resize,w_500",02:42,2015-8-26 20:24
趙孟頫《膽巴碑》064以覆之旁翼之以兩,//v.youku.com/v_show/id_XMTMxOTk0NzcwOA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDB1DC6A0A456D5A0DD01C?x-oss-process=image/resize,w_500",02:54,2015-8-26 20:22
趙孟頫《膽巴碑》066也由是龍興隨為河,//v.youku.com/v_show/id_XMTMxOTkzMzU1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDB1046A0A3F045F6B04B8?x-oss-process=image/resize,w_500",03:09,2015-8-26 20:16
趙孟頫《膽巴碑》067朔名寺方營閣有美,//v.youku.com/v_show/id_XMTMxOTkzMTY4NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDB1206A0A4C04E4F9CBCD?x-oss-process=image/resize,w_500",02:57,2015-8-26 20:15
趙孟頫《膽巴碑》068木自五臺山頰龍河,//v.youku.com/v_show/id_XMTMxOTkyNTc3Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDAFC36A0A3F045FB1FDCB?x-oss-process=image/resize,w_500",03:51,2015-8-26 20:10
趙孟頫《膽巴碑》069流出計其長短小大,//v.youku.com/v_show/id_XMTMxOTkwMzk0NA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDAC526A0A424734A4B087?x-oss-process=image/resize,w_500",03:26,2015-8-26 19:57
趙孟頫《膽巴碑》073寺講主僧宣微大師,//v.youku.com/v_show/id_XMTMxOTkwMjQ4MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDA2516A0A417EC8C5CCDC?x-oss-process=image/resize,w_500",03:31,2015-8-26 19:14
趙孟頫《膽巴碑》075等即禮請師為首住,//v.youku.com/v_show/id_XMTMxOTg4ODUxMg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDA2EF6A0A4B3343C03C19?x-oss-process=image/resize,w_500",03:53,2015-8-26 19:14
趙孟頫《膽巴碑》076持元貞元年正月師,//v.youku.com/v_show/id_XMTMxOTg4NDIzNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDA3B76A0A492444301086?x-oss-process=image/resize,w_500",02:52,2015-8-26 19:13
趙孟頫《膽巴碑》074普整雄辯大師永安,//v.youku.com/v_show/id_XMTMxOTg5Nzg5Mg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDA2496A0A472C217DC05C?x-oss-process=image/resize,w_500",03:47,2015-8-26 19:11
趙孟頫《膽巴碑》077忽謂眾僧曰將有聖,//v.youku.com/v_show/id_XMTMxOTg2OTU1Ng==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD9FD16A0A486AD8B5752D?x-oss-process=image/resize,w_500",03:26,2015-8-26 19:06
趙孟頫《膽巴碑》080徽仁裕聖皇太后奉,//v.youku.com/v_show/id_XMTMxOTg2MTI2MA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DDA1856A0A4004945A1C37?x-oss-process=image/resize,w_500",03:16,2015-8-26 19:01
趙孟頫《膽巴碑》041建立道場行秘密咒,//v.youku.com/v_show/id_XMTMxOTgzOTcwMA==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD9B4B6A0A4F3B64216D86?x-oss-process=image/resize,w_500",03:27,2015-8-26 18:35
趙孟頫《膽巴碑》079書奏,//v.youku.com/v_show/id_XMTMxOTg2MTIzNg==.html?playMode=pugv,"https://m.ykimg.com/054F040855DD96696A0A3F0457C5CE56?x-oss-process=image/resize,w_500",00:59,2015-8-26 18:31
